uidA,uidB,ConfidenceA,ConfidenceB,PPI_type
Q9Y5X3,O14530,87.39,84.54,0
Q7L5N1,Q9P287,86.49,79.08,0
Q15486,Q99547,50.18,74.7,0
Q9NRN5,P05231,87.26,86.04,0
Q92990,O95696,88.43,73.25,0
Q53H47,Q9Y333,83.38,94.61,0
Q9BQ95,Q8TBC4,72.92,93.2,0
P63162,Q99755,71.67,70.92,0
P63244,Q96AB3,92.07,95.27,0
Q12889,Q9P0W2,70.76,78.45,0
P84090,P50402,95.9,61.41,0
Q13123,Q96RN5,68.83,62.5,0
Q5JVS0,O43347,56.69,65.59,0
Q14155,O95059,66.85,78.68,0
P52815,Q99759,69.52,67.2,0
Q15831,P62310,79.65,89.46,0
O60318,Q9UBS3,64.75,64.89,0
Q14240,Q9NS87,87.1,72.02,0
P14174,Q9HA47,98.59,84.11,0
P42773,P14091,92.48,87.36,0
P30086,Q49AJ0,97.32,61.76,0
Q96GQ7,Q7L099,70.71,82.42,0
Q9BPX7,P63104,89.39,94.3,0
P56470,Q5MNZ9,90.86,78.44,0
O15169,P62316,62.3,90.87,0
Q86UP0,Q9NY59,76.25,76.64,0
Q9UQ03,P62158,90.53,,0
Q9Y4W6,P25189,77.39,82.54,0
Q9Y285,O14543,87.66,71.37,0
Q9H832,Q7L099,82.49,82.42,0
Q9Y383,P62879,65.26,97.18,0
Q17R89,Q96SI1,66.23,83.29,0
Q9HCU9,Q8IZL8,79.35,63.67,0
O00458,Q9Y6I3,84.62,65.01,0
O15169,O60260,62.3,79.51,0
Q08345,Q96BY9,77.77,68.47,0
Q8N431,Q12929,85.95,71.15,0
P03950,P25445,90.44,78.44,0
P03950,P63162,90.44,71.67,0
Q9H492,Q15013,91.03,80.4,0
Q01082,Q8IXK0,77.2,50.77,0
O95873,Q9UGL9,58.5,52.33,0
Q6P1J9,Q8N9T8,73.98,70.85,0
Q5BIV9,Q86YV5,54.66,51.2,0
Q9UQ03,Q15811,90.53,73.09,0
Q9P2H0,P39748,49.47,90.04,0
P24534,Q96CS7,77.61,69.77,0
Q05516,Q16363,53.19,74.34,0
Q9H8H0,Q5VUD6,78.25,82.4,0
Q9BPY3,Q9H1E3,85.35,58.69,0
Q92879,Q9Y2M5,68.13,89.34,0
Q9P244,O75528,70.59,75.47,0
Q7RU07,P55774,81.23,87.74,0
Q9BUL5,Q15843,60.42,91.13,0
P51636,Q13200,78.18,64.29,0
P60174,Q9UNF1,96.95,60.5,0
P35475,P62851,95.13,74,0
Q12789,Q9GZU1,66.11,82.39,0
Q9Y2A0,Q8ND90,,,0
Q96ER3,Q02978,85.53,86.66,0
P14678,Q9BWC9,71.45,73.62,0
P42356,P50616,80.11,67.09,0
Q13813,Q9GZU0,76.34,81.42,0
O43676,Q13227,86.46,64.13,0
Q16623,Q96KB5,85,84.91,0
Q9UQ90,Q96EA4,74.43,74.41,0
Q9BPW8,Q9UNZ2,83.42,74.65,0
Q13523,Q9UG56,59.6,78.19,0
P26641,Q9UHX1,86.44,68.4,0
P18669,P08559,94.12,94.75,0
Q96DB2,Q96KR7-3,92.98,,0
O00165,Q96SI1,59.87,83.29,0
Q9UIA9,P52815,87.45,69.52,0
O43526,O15381,59.58,72.17,0
Q15393,Q9GZQ8,92.53,91.59,0
P18847,P40926,77.06,93.56,0
Q9NWY4,A0JLT2,91.53,66.4,0
P42858,P50570,,,0
P00966,P00491,95.64,94.05,0
Q06323,P15822,90.64,,0
Q9BQ04,P19387,64.48,92.13,0
Q86VK4,Q9GZN7,50.42,89.59,0
Q9NPQ8,Q70Z53,90.53,72.67,0
P16220,Q9P2R6,62.24,54.56,0
Q969H0,Q12906,77.23,68.09,0
P21246,P18848,75.68,63.06,0
Q9NZ72,O95696,85.99,73.25,0
Q96DI7,Q9NZM3,85.44,73.25,0
Q9H910,Q9HCU4,61.1,,0
O76061,Q9Y343,73.3,80.02,0
P53602,Q15155,92.16,80.52,0
Q9ULJ1,P60900,81.35,96.02,0
P38936,Q92956,69.96,79.55,0
Q96QE5,Q9UNF1,81.37,60.5,0
Q96DI7,Q149N8,85.44,71.34,0
Q9NP59,O95295,80.51,87.32,0
Q15012,O43147,73.09,71.11,0
O76024,O94967,74.1,69.22,0
Q9P244,P68402,70.59,94.3,0
Q9P244,O00305,70.59,72.26,0
P10451,Q96IZ7,53.14,58.6,0
O75558,Q9BTW9,79.88,90.55,0
P21741,P41220,73.11,80.88,0
Q9P298,Q9UMS0,67.62,79.32,0
Q12889,Q9NUT2,70.76,78.06,0
P08865,O14503,79.95,60.71,0
Q9NX08,Q99759,87.62,67.2,0
P08240,Q6IB77,75.22,95.56,0
Q9Y4P1,Q92979,86.72,88.37,0
Q07866,Q8N2I9,75.71,78.54,0
Q9Y6N7,P62820,59.73,85.64,0
P46779,Q8N8Q3,92.37,90.83,0
Q99873,P52565,89.03,90.97,0
Q969W0,P55774,93.82,87.74,0
Q96LX7,P06396,69.37,89.71,0
Q9NY33,P34913,95.55,93.61,0
P40925,Q6IAM7,96.81,88.69,0
Q96DN6,O94818,44.01,65.16,0
Q8IX03,Q08379,61.5,75.98,0
Q9BPW8,A1L0T0,83.42,94.71,0
Q96DW6,P78560,83.47,80.19,0
Q14790,Q969H8,81.49,88.7,0
P18858,Q96RR1,76.87,78.05,0
Q9BXR0,P40306,94.13,90.75,0
P14314,Q96K62,84.55,63.86,0
O94967,Q16637,69.22,66.6,0
Q7Z2D9,Q96EW2,74.16,79.11,0
A5PKW4,Q49AJ0,56.4,61.76,0
Q9NW97,Q9ULH0,60.07,61.54,0
P49736,P02545,76.52,77.47,0
Q14257,Q9UHY1,78.27,76.3,0
P42356,O94762,80.11,71.02,0
Q6IBL2,P23921,,,0
O75380,Q8NAV1,81.99,70.81,0
P07196,Q9Y3C0,72.26,71.36,0
P59998,Q96HL8,94.34,72.94,0
P55789,Q8IZ52,79.17,85.51,0
Q9BUL5,Q13501,60.42,67.62,0
O14976,P04183,67.49,82.31,0
Q99962,O43680,86.36,67.33,0
Q06323,P17540,90.64,89.93,0
Q12852,Q9HCE9,60.92,63.99,0
P60880,P60953,84.56,93.39,0
Q9UKY1,Q9H0I3,62.19,82.52,0
Q99961,Q9NY59,83.88,76.64,0
Q7Z478,O60315,74.63,50.25,0
P63162,P43307,71.67,76.24,0
P63162,Q9BX70,71.67,85.02,0
Q92597,O00305,78.6,72.26,0
P22736,Q99624,66.85,78.61,0
P52797,O95831,74.13,85.79,0
P63167,Q9BVG4,95.66,76.76,0
Q9NZD4,Q9H079,91.22,70.69,0
Q9NRR5,P09429,62.56,76.09,0
O43570,P63104,88.39,94.3,0
Q8NFP7,Q9NQC3,90.06,41.53,0
P46977,Q99759,88.29,67.2,0
Q9Y333,P15882,94.61,86.92,0
Q8WY91,O43657,68.62,88.44,0
O60671,Q02388,89.08,,0
Q9GZU0,Q9Y4R8,81.42,85.13,0
P43250,P20338,90.26,88.06,0
Q9UKC9,Q99755,92.66,70.92,0
Q75LP0,Q5SZQ8,,,0
Q15334,P16284,80.77,80.6,0
O14733,Q16864,77.45,87.49,0
P47224,Q86YV9,89.04,78.3,0
Q9NTK5,P17097,88.96,68.27,0
Q96DI7,P08107,85.44,,0
Q16658,Q9Y6V7,94.81,87.31,0
P08107,P27824,,,0
Q07666,Q13426,65.65,75.23,0
Q9UPY8,Q32NB8,80.12,85.25,0
Q9P1W9,Q9HCE6,90.4,67.12,0
Q9NX08,Q96SN8,87.62,60.17,0
O60318,Q8TF21,64.75,69.95,0
O96007,Q9NS23,84.6,71.38,0
Q9NWY4,P23490,91.53,44.48,0
Q9NXB0,Q9UGY1,74.89,74.62,0
Q05516,P30084,53.19,91.3,0
P08865,P11166,79.95,89.62,0
Q96B02,P51159,87.43,84.99,0
P09497,Q9BTV4,73.36,89.81,0
P56181,Q8IUX8,72.7,67.16,0
Q96DV4,Q07065,83.75,75.38,0
Q13636,P63279,90.28,97.47,0
Q6IAA8,Q96D98,79.48,68.9,0
P06576,P47756,85.83,89.7,0
O43526,Q15046,59.58,91.15,0
O14907,P62328,91.87,81.51,0
Q9UM54,P17936,79.36,67.73,0
P02766,P00491,88.93,94.05,0
Q7L5D6,P05231,88.32,86.04,0
P42773,O43676,92.48,86.46,0
Q8WUB8,Q5QP82,71.34,70.97,0
P27448,Q13547,69.22,86.31,0
Q14257,Q9BYD2,78.27,82.8,0
Q86VK4,Q14318,50.42,80.96,0
P53621,P63220,85.08,95.04,0
O94805,Q15397,91.65,85.37,0
Q96RN5,Q8IW50,62.5,64.04,0
Q9Y2H0,P22061,50.17,96.2,0
P21964,Q16890,93.99,65.61,0
Q8NG27,Q8TB05,49.93,64.22,0
Q08345,P62308,77.77,93.42,0
Q96BY9,O95989,68.47,87.98,0
P49759,Q9Y6N8,78.44,77.86,0
P00966,O43680,95.64,67.33,0
Q9UPT6,Q96DN6,63,44.01,0
Q9P2P6,O15525,,,0
Q12873,Q8N2I9,63.41,78.54,0
P19419,Q9H7E9,60.49,72.7,0
Q16891,Q9UK32,75.07,75.76,0
P41250,Q9Y483,86.55,71.3,0
P35579,Q9H1E3,76.17,58.69,0
Q13227,P33552,64.13,92.87,0
Q08117,A0JLT2,75.62,66.4,0
Q12789,Q53FA7,66.11,96.97,0
Q4ZIN3,P17152,65.49,78.23,0
Q9C0J1,O95149,87.36,83.34,0
Q9ULH0,O96013,61.54,70.75,0
Q8NFP7,Q86YJ7,90.06,72.65,0
Q6P1J9,O95696,73.98,73.25,0
Q13216,Q5BIV9,91.67,54.66,0
Q96DW6,P05109,83.47,93.03,0
P05090,Q99567,90.85,79.59,0
Q9BYC9,O95361,91.47,80.54,0
Q99963,Q15038,88.79,57.87,0
Q9Y478,P48443,78.36,75.53,0
Q00610,Q9GZM7,78.04,86.63,0
P35475,Q08345,95.13,77.77,0
P11142,P60174,89.18,96.95,0
Q14240,Q15269,87.1,86.93,0
Q9BUJ2,Q6ZUH1,66.32,43.33,0
Q8N357,P35637,84.28,53.98,0
Q9Y2A0,P13686,,,0
P52788,O94864,95.18,65.82,0
O14775,P17540,93.82,89.93,0
Q9P2S2,Q9H1D9,74.71,85.14,0
Q9H4K1,Q16760,86.75,72.1,0
P42695,Q96QD9,73.24,57.86,0
O43556,P04183,73.26,82.31,0
Q06323,O96024,90.64,85.41,0
Q9UFN0,Q9UNF1,90.3,60.5,0
Q8IYL3,Q9NX09,61.44,71.16,0
Q9H773,A5PKW4,85.41,56.4,0
Q8TC92,O00303,75.47,75.84,0
Q7Z6L0,Q15811,52.19,73.09,0
P24522,Q9UJX4,80.52,82.34,0
Q8IWR0,Q96EA4,70.82,74.41,0
Q9BW71,P31942,59.91,62.06,0
O43570,P09429,88.39,76.09,0
Q08379,P27635,75.98,94.87,0
P14618,Q15910,96.79,76.6,0
Q96S21,Q96RR1,74.54,78.05,0
P49736,Q15583,76.52,59.36,0
Q9H910,Q6IAN1,61.1,37.53,0
O96024,O00305,85.41,72.26,0
P62851,P62979,74,89.51,0
P22459,Q9H5I1,70.19,89.82,0
Q96CS7,P83916,69.77,76.2,0
Q9BZL4,Q14203,67.23,77.53,0
P00533,Q9NR50,76.52,74.31,0
Q9Y296,Q6YP21,90.89,91.88,0
P01023,P02768,82.14,92.64,0
P63162,P05026,71.67,89.41,0
O75439,Q15758,87.39,79.59,0
Q9ULU8,P69905,79,98.03,0
Q02878,Q15390,83.32,65.74,0
O75312,Q9NY93,79.87,78.22,0
Q13636,Q9Y6V7,90.28,87.31,0
Q9UHF5,Q9NPJ1,79.12,89.15,0
Q13332,Q9Y6N7,82.18,59.73,0
P03950,Q9UK61,90.44,56.25,0
O76061,P62753,73.3,94.01,0
Q8IX03,Q9Y285,61.5,87.66,0
Q9NVX7,Q8IX85,79.91,37.63,0
Q969W0,Q9H4T2,93.82,67.47,0
O00445,Q15046,84.47,91.15,0
O95359,Q8IXH7,,,0
O43570,Q8NCC3,88.39,93.86,0
Q96DV4,O95571,83.75,93.23,0
Q96QE5,P30533,81.37,75.87,0
P41250,Q15811,86.55,73.09,0
Q96GM8,O14832,79.16,87.18,0
Q12852,Q8WUM4,60.92,84.04,0
P46779,P60174,92.37,96.95,0
Q75LH2,Q96CQ1,54.58,87.1,0
P59665,Q9UK41,73.82,92.16,0
P55789,O95361,79.17,80.54,0
P04844,O43680,89.5,67.33,0
Q9H8M9,Q9Y2J2,64.38,59.12,0
P09466,Q5MIZ7,87.19,76.58,0
Q13243,Q3B820,63.4,66.75,0
O95704,P20366,65.18,67.08,0
Q9Y2S7,Q9Y2J2,80.97,59.12,0
Q67FW5,O95059,94.43,78.68,0
P35268,Q86YL7,84.92,58.16,0
P35475,Q6IBS0,95.13,91.26,0
Q13426,P49675,75.23,82.49,0
P15927,P32942,80.68,87.07,0
P04406,O43252,98.17,93.56,0
Q08495,P28340,64.63,86.96,0
Q8TC92,O95372,75.47,95.88,0
Q9BYD3,P47914,84.14,82.66,0
Q13216,Q92598,91.67,85.28,0
P51671,O43147,87.98,71.11,0
Q0P6H9,O95182,91.72,88.26,0
Q86YJ6,P32121,95.9,84.17,0
Q15181,P37198,96.01,60.41,0
Q86TW2,Q9BTT6,83.8,85.57,0
O95166,P47914,94.82,82.66,0
Q9HA65,Q9UH62,74.02,76.83,0
O94772,P33240,76.58,60.75,0
P61006,P24593,85.92,75.86,0
P00966,Q9NUT2,95.64,78.06,0
Q8WWQ0,P17028,66.74,66.7,0
Q13885,Q13867,92.11,98.1,0
P59998,Q9UNI6,94.34,85.77,0
Q8IWV7,Q9GZR7,85.06,65.45,0
P48443,Q9BY11,75.53,85.39,0
Q14257,Q02388,78.27,,0
Q969X0,Q13190,77.5,72,0
Q9BX40,Q9NTK5,63.59,88.96,0
Q13636,Q14203,90.28,77.53,0
O15228,O00303,88.93,75.84,0
Q9GZU0,O95059,81.42,78.68,0
P14902,Q9H095,93.4,72.42,0
P56470,Q9NWB7,90.86,76.92,0
O75828,P47929,96.6,96.87,0
Q9NWF9-3,Q96B86,,,0
P02766,P18847,88.93,77.06,0
P16403,Q6ZUH1,65.03,43.33,0
Q9H910,O75936,61.1,95.26,0
Q9Y5U9,Q9H4K1,62.76,86.75,0
P61247,Q8N5V2,84.38,72.01,0
O00445,Q86Y56,84.47,92.97,0
Q7L190,P26358,66.23,77.77,0
Q9BPX7,P62308,89.39,93.42,0
Q8IX03,P12931,61.5,84.51,0
O14949,P78417,94.27,95.97,0
O15239,Q9NPA8,97.27,93.86,0
Q969W0,Q52M93,93.82,76.52,0
Q9NRH1,Q9H3S7,71.08,70.87,0
O15304,Q8IX85,76.63,37.63,0
O60671,O75558,89.08,79.88,0
O75528,P52209,75.47,96.94,0
P02792,P16403,97,65.03,0
Q6FIE5,Q86YL7,85.36,58.16,0
Q96A33,O60884,77.25,83.74,0
P60842,Q9BVJ7,87.6,97.65,0
P09936,Q00887,93.44,87.49,0
Q12772,O60762,63.15,88.28,0
Q8N1G1,P06746,59,94.32,0
P49703,Q12889,89.97,70.76,0
P14923,O15496,81.11,87.83,0
Q17R89,Q9C0J8,66.23,56.55,0
Q9Y421,Q8TF65,79.15,82.92,0
Q8NCB2,Q6FII1,73.07,94.52,0
Q96QD8,Q9HD15,79.2,76.78,0
Q9HCU9,P55316,79.35,58.96,0
Q15819,Q6IBM8,94.97,89.7,0
Q9NPI1,P04899,65.1,94.31,0
O75674,P52815,67.89,69.52,0
Q8WV44,Q9BTT6,72.09,85.57,0
Q9H6R7,P37198,68.42,60.41,0
Q9Y2S7,Q9H8G2,80.97,63.17,0
P14678,Q16612,71.45,65.87,0
P13686,O43292,94.94,87.38,0
Q9H3S7,Q6NUQ1,70.87,85.91,0
Q9H832,Q16787,82.49,,0
P09104,Q9NWY4,97.14,91.53,0
P09467,P60484,94.37,83.97,0
P27707,Q9HBL7,89.48,89.77,0
Q8NFP9,Q9UNF1,,,0
Q17R89,Q8IZ52,66.23,85.51,0
P14091,Q15038,87.36,57.87,0
Q9BYC9,P49736,91.47,76.52,0
Q9P0T7,Q13867,73.22,98.1,0
P08670,Q9NZ81,78.28,66.4,0
Q14690,O15031,75.56,82.71,0
Q16621,P28340,67.32,86.96,0
P04632,Q08170,79.16,56.4,0
Q9Y5M8,Q9NQC3,86.99,41.53,0
O75528,Q96BY9,75.47,68.47,0
P11047,Q9Y657,76.27,81.99,0
P24534,O14526,77.61,71.84,0
P19367,P02545,94.59,77.47,0
Q96BK5,Q53HC5,64.61,92.49,0
Q8NFP9,O75381,,,0
P63261,O15209,95.34,52.71,0
P49770,P46531,86.74,57.5,0
P61026,Q06830,85.99,97.19,0
Q9Y2X7,Q9NPH0,74.98,91.16,0
P53602,Q96DW6,92.16,83.47,0
P63244,P49771,92.07,82.04,0
Q96QE5,P19387,81.37,92.13,0
Q9P2P6,P42025,,,0
Q9P289,Q96BY9,80.24,68.47,0
P18669,Q8IYT8,94.12,60.75,0
Q9NWW0,Q14240,63.23,87.1,0
P13686,P36405,94.94,93.26,0
P42773,Q8ND90,92.48,80.44,0
Q9H773,P25445,85.41,78.44,0
Q86YP4,O14678,58.08,87.54,0
Q3ZCQ8,Q15269,80.56,86.93,0
Q8N357,O95907,84.28,77.96,0
Q14209,Q9NWR8,64.08,75.34,0
O14880,P20042,92.84,64.1,0
Q9P287,P82932,79.08,92.6,0
Q8IXR5,P36405,66.11,93.26,0
O95424,Q15434,70.3,63.68,0
Q9P2W9,Q6IA98,73.26,60.17,0
O95639,Q9H2D6,75.83,40.44,0
Q15047,Q6IAL2,66.67,55.11,0
Q15012,P34913,73.09,93.61,0
Q9NTM9,P32780,91.74,75.38,0
Q67FW5,Q07912-1,94.43,,0
P63000,Q13113,93.7,65.21,0
P21549,P11766,98.27,98.1,0
Q13151,P61604,73.16,88.77,0
P62316,Q14790,90.87,81.49,0
Q8WWQ0,Q14147,66.74,80.83,0
P63162,Q9P212,71.67,60.04,0
O14798,Q9HB65,72.46,63.04,0
Q8NG27,P62861,49.93,90.34,0
Q9NYQ7,O95182,,,0
P38570,Q13724,80.58,92.32,0
Q99616,P32942,85.95,87.07,0
Q92665,P63104,66.12,94.3,0
Q13838,Q6T4P5,85.6,59.49,0
P35579,P56945,76.17,62.57,0
Q13459,Q8N138,64.25,94.69,0
Q13574,Q96KR7-3,77.99,,0
Q99961,P50995,83.88,77.36,0
P27694,P49641,85.41,91.29,0
Q14209,Q99832,64.08,89.04,0
Q13107,Q9NPJ1,77.51,89.15,0
Q9UIA9,O60318,87.45,64.75,0
Q9H063,P32942,77.7,87.07,0
P60660,Q13426,95.37,75.23,0
P63167,O75251,95.66,83.04,0
P61604,P46783,88.77,75.14,0
Q12962,P62310,69.42,89.46,0
Q6KC79,Q05193,,,0
Q9NQ29,P68400,67.44,90.96,0
P18847,O43237,77.06,63.18,0
P62424,O75607,91.28,80.18,0
Q6P1R3,O75874,66.31,96.16,0
Q5BIV9,O60885,54.66,55.87,0
P37108,Q9UBI1,77.28,86.81,0
Q9BTW9,Q13085,90.55,82.76,0
Q7L5N1,Q9H270,86.49,78.52,0
