uidA,uidB,ConfidenceA,ConfidenceB,PPI_type,MMGBSA_1,MMGBSA_2,MMGBSA_3,MMGBSA_4,MMGBSA_5,MMGBSA_6,MMGBSA_7,MMGBSA_8,MMGBSA_9,MMGBSA_10,AVERAGE_3,AVERAGE_5,AVERAGE_10
P27707,Q9HBL7,89.48,89.77,0,-62.83,-61.63,-47.82,-36.93,-36.75,-36.67,-36.02,-34.28,-28.24,-25.26,-57.42666667,-49.192,-40.643
P61026,Q06830,85.99,97.19,0,-47.33,-36.77,-34.42,-33.73,-30.07,-29.38,-24.83,-23.1,-21.56,-16.72,-39.50666667,-36.464,-29.791
P53602,Q96DW6,92.16,83.47,0,-81.27,-73.87,-68.72,-57.76,-57.54,-55.88,-55.8,-55.41,-52.07,-44.87,-74.62,-67.832,-60.319
P63244,P49771,92.07,82.04,0,-54.19,-53.97,-51.88,-48.59,-48.01,-47.89,-39.2,-38.96,-38.5,-34.14,-53.34666667,-51.328,-45.533
Q96QE5,P19387,81.37,92.13,0,-60.95,-52.46,-51.25,-47.53,-43.86,-41.55,-39.25,-39.07,-37.38,-33.54,-54.88666667,-51.21,-44.684
P13686,P36405,94.94,93.26,0,-57.97,-56.93,-52.43,-48.14,-32.74,-32.61,-29.48,-24.4,-21.53,-17.24,-55.77666667,-49.642,-37.347
P42773,Q8ND90,92.48,80.44,0,-65.69,-47.47,-41.46,-37,-36.46,-33.95,-32.34,-31.97,-27.87,-13.07,-51.54,-45.616,-36.728
Q3ZCQ8,Q15269,80.56,86.93,0,-81.34,-61.09,-59.82,-41.35,-40.04,-38.31,-37.85,-36.83,-34.41,-28.38,-67.41666667,-56.728,-45.942
P21549,P11766,98.27,98.1,0,-58.51,-53.25,-40.13,-39.36,-35.81,-31.87,-23.72,-18.4,-17.64,-12.94,-50.63,-45.412,-33.163
P62316,Q14790,90.87,81.49,0,-55.54,-49.68,-49.48,-47.39,-45.97,-37.64,-37.09,-32.03,-27.25,-23.65,-51.56666667,-49.612,-40.572
P38570,Q13724,80.58,92.32,0,-63.99,-58.46,-53.51,-48.5,-46.97,-43.39,-34.37,-33.23,-28.92,-13.57,-58.65333333,-54.286,-42.491
Q99616,P32942,85.95,87.07,0,-60.67,-48.98,-47.68,-45.95,-44.39,-39.72,-39.53,-35.94,-27.59,-26.9,-52.44333333,-49.534,-41.735
P27694,P49641,85.41,91.29,0,-70.73,-66.44,-60.53,-42.4,-37.86,-37.16,-36.71,-32.58,-26.89,-25.27,-65.9,-55.592,-43.657
P63167,O75251,95.66,83.04,0,-58.98,-51.49,-46.22,-37.92,-35.17,-34.55,-33.38,-27.91,-27.86,-25.3,-52.23,-45.956,-37.878
P62424,O75607,91.28,80.18,0,-73.72,-60.59,-59.07,-48.3,-48.01,-39.23,-36.98,-34.88,-28.62,-23.47,-64.46,-57.938,-45.287
Q9BTW9,Q13085,90.55,82.76,0,-86.73,-37.35,-33.4,-32.6,-29.39,-26.81,-22.67,-19.98,-18.4,-0.66,-52.49333333,-43.894,-30.799
